SkillID,Level,RequireSP,StatType1,Value1,StatType2,Value2,DescriptionNote
SKILL_DOUBLE_SHOT,8,1,PROJECTILE_COUNT,4,BURST_INTERVAL,0.65,8레벨 발사 수 4발 / 발사간격 0.35초
SKILL_DOUBLE_SHOT,9,1,PROJECTILE_COUNT,4,BURST_INTERVAL,0.6,9레벨 발사 수 4발 / 발사간격 0.3초
SKILL_DOUBLE_SHOT,10,2,PROJECTILE_COUNT,4,BURST_INTERVAL,0.3,10레벨 발사 수 4발 / 발사간격 0.25초 (마스터)
SKILL_POISON_FIELD,1,1,DMG_MULT,0.35,COOLDOWN,14.0,1레벨 틱당 데미지 35% / 쿨타임 14.0초
SKILL_POISON_FIELD,2,1,DMG_MULT,0.4,COOLDOWN,13.6,2레벨 틱당 데미지 40% / 쿨타임 13.6초
SKILL_POISON_FIELD,3,1,DMG_MULT,0.45,COOLDOWN,13.2,3레벨 틱당 데미지 45% / 쿨타임 13.2초
SKILL_POISON_FIELD,4,1,DMG_MULT,0.5,COOLDOWN,12.8,4레벨 틱당 데미지 50% / 쿨타임 12.8초
SKILL_POISON_FIELD,5,1,DMG_MULT,0.55,COOLDOWN,12.4,5레벨 틱당 데미지 55% / 쿨타임 12.4초
SKILL_POISON_FIELD,6,1,DMG_MULT,0.6,COOLDOWN,12.0,6레벨 틱당 데미지 60% / 쿨타임 12.0초
SKILL_POISON_FIELD,7,1,DMG_MULT,0.65,COOLDOWN,11.6,7레벨 틱당 데미지 65% / 쿨타임 11.6초
SKILL_POISON_FIELD,8,1,DMG_MULT,0.7,COOLDOWN,11.2,8레벨 틱당 데미지 70% / 쿨타임 11.2초
SKILL_POISON_FIELD,9,1,DMG_MULT,0.75,COOLDOWN,10.8,9레벨 틱당 데미지 75% / 쿨타임 10.8초
SKILL_POISON_FIELD,10,2,DMG_MULT,0.85,COOLDOWN,10.0,10레벨 틱당 데미지 85% / 쿨타임 10.0초 (마스터)
